loan_amnt,term,annual_inc,purpose,home_ownership,outcome
15000,36 months,34500,debt_consolidation,MORTGAGE,paid off
16000,60 months,105000,debt_consolidation,MORTGAGE,default
8875,36 months,25688,debt_consolidation,RENT,default
5000,36 months,45000,major_purchase,MORTGAGE,paid off
2800,60 months,30000,moving,RENT,default
32000,60 months,81500,debt_consolidation,MORTGAGE,paid off
2500,36 months,35736,other,RENT,default
4750,36 months,31000,debt_consolidation,OWN,paid off
10000,36 months,110000,major_purchase,MORTGAGE,default
25000,60 months,80000,debt_consolidation,MORTGAGE,default
10000,36 months,90000,credit_card,MORTGAGE,paid off
2525,36 months,57000,home_improvement,MORTGAGE,default
5000,36 months,30000,home_improvement,MORTGAGE,paid off
18000,60 months,50249,debt_consolidation,RENT,default
27125,60 months,80000,debt_consolidation,MORTGAGE,default
4500,36 months,32000,credit_card,RENT,default
21725,60 months,44000,debt_consolidation,MORTGAGE,default
10000,36 months,42000,debt_consolidation,MORTGAGE,default
9000,36 months,62000,debt_consolidation,RENT,paid off
12000,60 months,70000,other,RENT,default
5000,36 months,89000,debt_consolidation,RENT,default
10500,60 months,33800,car,MORTGAGE,default
5000,36 months,35256,home_improvement,MORTGAGE,paid off
2000,36 months,25000,other,RENT,default
5000,36 months,90000,major_purchase,MORTGAGE,paid off
35000,60 months,100000,debt_consolidation,MORTGAGE,default
7800,36 months,42000,home_improvement,MORTGAGE,paid off
5000,36 months,44908,debt_consolidation,RENT,paid off
22400,36 months,115000,debt_consolidation,MORTGAGE,paid off
6800,36 months,32500,debt_consolidation,RENT,paid off
20000,36 months,70000,debt_consolidation,MORTGAGE,paid off
17625,60 months,47000,debt_consolidation,RENT,default
5600,36 months,60000,major_purchase,MORTGAGE,paid off
17475,60 months,50000,house,RENT,default
14000,36 months,84000,credit_card,MORTGAGE,default
23325,36 months,52000,credit_card,RENT,default
16000,60 months,60000,other,OWN,default
15000,60 months,95000,home_improvement,MORTGAGE,default
21200,36 months,270000,debt_consolidation,MORTGAGE,paid off
7500,36 months,25000,debt_consolidation,MORTGAGE,default
35000,36 months,130000,home_improvement,MORTGAGE,paid off
9200,36 months,33000,debt_consolidation,RENT,paid off
10000,36 months,120000,debt_consolidation,MORTGAGE,default
25000,36 months,250000,small_business,MORTGAGE,paid off
2400,36 months,16800,other,RENT,default
32000,60 months,90000,debt_consolidation,RENT,paid off
1500,36 months,30000,other,OWN,default
7000,36 months,47000,other,OWN,paid off
16450,60 months,75000,debt_consolidation,RENT,paid off
35000,60 months,163000,credit_card,MORTGAGE,paid off
35000,60 months,90500,debt_consolidation,MORTGAGE,paid off
7000,36 months,60000,major_purchase,OWN,default
5000,36 months,120000,other,MORTGAGE,paid off
7300,36 months,96000,home_improvement,MORTGAGE,paid off
8000,36 months,96000,credit_card,RENT,default
18000,60 months,50000,credit_card,MORTGAGE,default
16000,60 months,65000,credit_card,RENT,default
8000,36 months,48000,credit_card,RENT,default
13000,36 months,38000,credit_card,RENT,paid off
7200,36 months,30000,car,RENT,default
6250,36 months,42000,credit_card,MORTGAGE,default
12000,36 months,46000,debt_consolidation,OWN,paid off
5425,36 months,22718,debt_consolidation,RENT,paid off
10500,36 months,55000,credit_card,OWN,default
9600,60 months,50000,home_improvement,MORTGAGE,paid off
25450,60 months,57000,debt_consolidation,RENT,default
9850,36 months,75000,credit_card,MORTGAGE,paid off
4800,60 months,33900,debt_consolidation,RENT,paid off
30000,60 months,150000,other,MORTGAGE,paid off
8800,36 months,35000,credit_card,RENT,paid off
25000,60 months,63600,debt_consolidation,MORTGAGE,paid off
8400,36 months,27600,debt_consolidation,MORTGAGE,paid off
12000,36 months,52000,debt_consolidation,RENT,paid off
19750,36 months,50000,credit_card,MORTGAGE,paid off
3600,36 months,60000,debt_consolidation,RENT,default
3000,36 months,23000,debt_consolidation,RENT,default
4250,36 months,54000,home_improvement,MORTGAGE,default
11700,36 months,80000,debt_consolidation,RENT,default
10000,36 months,32000,debt_consolidation,MORTGAGE,paid off
21200,60 months,88000,home_improvement,MORTGAGE,default
12375,36 months,55000,debt_consolidation,RENT,default
8800,60 months,65000,debt_consolidation,RENT,default
4200,36 months,36800,moving,OWN,default
23350,36 months,65000,credit_card,MORTGAGE,paid off
12500,36 months,130000,credit_card,OWN,paid off
10000,36 months,33000,debt_consolidation,RENT,default
20050,60 months,52000,other,RENT,default
3000,36 months,17000,credit_card,RENT,paid off
24000,36 months,108000,debt_consolidation,MORTGAGE,paid off
15000,60 months,48000,other,MORTGAGE,default
11000,36 months,50000,debt_consolidation,RENT,paid off
7100,36 months,33000,debt_consolidation,RENT,default
4000,36 months,20000,debt_consolidation,RENT,default
11000,36 months,70000,debt_consolidation,RENT,paid off
10000,36 months,40000,debt_consolidation,MORTGAGE,paid off
8000,36 months,85000,debt_consolidation,MORTGAGE,paid off
18000,36 months,45600,debt_consolidation,RENT,paid off
18000,60 months,40000,debt_consolidation,OWN,default
4000,36 months,30000,other,RENT,paid off
10000,36 months,72000,other,MORTGAGE,paid off
28000,60 months,140000,home_improvement,MORTGAGE,paid off
8000,36 months,40000,debt_consolidation,OWN,paid off
6000,36 months,66000,credit_card,MORTGAGE,paid off
10000,36 months,45000,debt_consolidation,RENT,paid off
5075,36 months,17000,debt_consolidation,OWN,default
10000,36 months,42000,credit_card,RENT,default
15000,60 months,150000,credit_card,MORTGAGE,paid off
24000,60 months,69128,debt_consolidation,MORTGAGE,default
13000,36 months,30000,debt_consolidation,RENT,paid off
16000,60 months,65000,debt_consolidation,MORTGAGE,paid off
30000,60 months,145164,debt_consolidation,MORTGAGE,default
5075,36 months,20000,debt_consolidation,RENT,default
10000,36 months,72000,credit_card,RENT,paid off
16950,60 months,38000,home_improvement,MORTGAGE,default
3775,36 months,43000,debt_consolidation,RENT,default
1200,36 months,34000,vacation,RENT,default
25000,60 months,148000,credit_card,MORTGAGE,paid off
14000,60 months,50000,debt_consolidation,RENT,default
22800,36 months,51000,credit_card,MORTGAGE,default
3250,36 months,39000,debt_consolidation,MORTGAGE,default
23000,60 months,62500,debt_consolidation,MORTGAGE,default
12200,60 months,64000,debt_consolidation,RENT,default
12000,36 months,69996,car,MORTGAGE,default
16000,60 months,95088,debt_consolidation,MORTGAGE,paid off
8000,36 months,58000,debt_consolidation,MORTGAGE,paid off
4825,36 months,70000,other,RENT,paid off
10000,36 months,34247,debt_consolidation,MORTGAGE,default
5350,36 months,52000,home_improvement,MORTGAGE,default
14300,36 months,60000,debt_consolidation,MORTGAGE,default
2200,36 months,36000,debt_consolidation,MORTGAGE,default
5000,36 months,30000,car,MORTGAGE,default
30000,60 months,121000,small_business,MORTGAGE,default
25000,36 months,118000,home_improvement,MORTGAGE,paid off
19800,60 months,75000,credit_card,RENT,paid off
18250,60 months,70160,credit_card,MORTGAGE,default
3200,36 months,42240,debt_consolidation,MORTGAGE,paid off
35000,60 months,135000,debt_consolidation,MORTGAGE,default
15000,60 months,50000,small_business,RENT,default
30000,36 months,100000,debt_consolidation,MORTGAGE,default
24000,36 months,60000,home_improvement,MORTGAGE,default
6450,36 months,48000,home_improvement,RENT,default
14500,60 months,91728,debt_consolidation,MORTGAGE,paid off
14000,36 months,114000,credit_card,RENT,paid off
10000,36 months,54000,credit_card,OWN,paid off
14000,36 months,85002,debt_consolidation,MORTGAGE,default
7000,36 months,40000,debt_consolidation,RENT,paid off
10000,36 months,42500,credit_card,MORTGAGE,paid off
30000,36 months,119000,debt_consolidation,MORTGAGE,paid off
25000,36 months,94800,major_purchase,RENT,default
8725,60 months,26400,other,RENT,default
18200,60 months,82500,small_business,RENT,default
25000,36 months,67000,debt_consolidation,OWN,paid off
28000,36 months,84000,debt_consolidation,RENT,default
25000,60 months,124000,home_improvement,MORTGAGE,paid off
7000,36 months,84000,debt_consolidation,MORTGAGE,paid off
17000,60 months,60720,credit_card,RENT,default
10575,60 months,31500,debt_consolidation,MORTGAGE,default
12000,36 months,80000,debt_consolidation,RENT,paid off
15000,36 months,86000,debt_consolidation,OWN,paid off
15000,36 months,74424,debt_consolidation,RENT,paid off
20000,60 months,130000,wedding,RENT,paid off
28000,36 months,150000,credit_card,MORTGAGE,paid off
12000,36 months,45000,debt_consolidation,RENT,paid off
34500,36 months,87500,credit_card,MORTGAGE,paid off
28100,60 months,63310,debt_consolidation,MORTGAGE,default
11700,36 months,35000,debt_consolidation,MORTGAGE,paid off
8500,36 months,75000,debt_consolidation,MORTGAGE,default
28200,60 months,63800,debt_consolidation,MORTGAGE,default
9000,36 months,45512,wedding,RENT,default
1000,36 months,120000,other,MORTGAGE,paid off
4000,36 months,15000,debt_consolidation,OWN,paid off
22500,60 months,69200,debt_consolidation,OWN,default
8000,36 months,89440,home_improvement,MORTGAGE,paid off
21000,36 months,93000,home_improvement,MORTGAGE,paid off
24375,60 months,53000,debt_consolidation,MORTGAGE,paid off
15000,36 months,40000,other,RENT,default
10625,36 months,31000,credit_card,RENT,default
17000,36 months,70000,credit_card,RENT,paid off
2225,36 months,32000,credit_card,MORTGAGE,default
11950,36 months,72000,credit_card,OWN,default
12000,60 months,42000,debt_consolidation,MORTGAGE,default
14000,36 months,94000,debt_consolidation,MORTGAGE,paid off
3000,36 months,58000,small_business,MORTGAGE,paid off
25000,36 months,92700,debt_consolidation,MORTGAGE,paid off
1000,60 months,4800,debt_consolidation,OWN,default
8000,36 months,55000,major_purchase,RENT,paid off
24000,60 months,115000,debt_consolidation,MORTGAGE,default
8000,36 months,34000,medical,OWN,default
29000,60 months,80000,credit_card,OWN,paid off
14000,36 months,357000,debt_consolidation,MORTGAGE,paid off
6000,36 months,116000,major_purchase,OWN,paid off
20000,60 months,44455,debt_consolidation,MORTGAGE,paid off
21000,36 months,94000,debt_consolidation,MORTGAGE,paid off
6000,36 months,80000,other,RENT,paid off
4000,36 months,20000,debt_consolidation,RENT,default
4000,36 months,22000,debt_consolidation,OWN,default
16425,36 months,42000,debt_consolidation,MORTGAGE,paid off
21000,60 months,51000,debt_consolidation,RENT,default
10000,36 months,60000,credit_card,MORTGAGE,paid off
3000,36 months,40000,other,MORTGAGE,default
5275,36 months,60000,credit_card,RENT,default
15000,60 months,40000,car,RENT,default
6400,36 months,38000,moving,RENT,paid off
8000,36 months,60000,debt_consolidation,MORTGAGE,paid off
16500,36 months,75000,credit_card,MORTGAGE,paid off
9600,36 months,50000,home_improvement,MORTGAGE,paid off
24000,36 months,58000,debt_consolidation,RENT,default
35000,60 months,108000,medical,MORTGAGE,paid off
12800,36 months,141996,debt_consolidation,MORTGAGE,default
15000,60 months,60000,debt_consolidation,RENT,paid off
12400,36 months,70000,debt_consolidation,MORTGAGE,paid off
6000,36 months,21250,debt_consolidation,RENT,default
10000,36 months,75000,debt_consolidation,RENT,paid off
25000,36 months,100000,debt_consolidation,RENT,paid off
12000,36 months,35000,small_business,RENT,default
23600,60 months,73174,wedding,MORTGAGE,default
10000,36 months,50000,other,MORTGAGE,default
10000,36 months,50000,medical,RENT,paid off
19075,60 months,43000,debt_consolidation,RENT,default
27050,60 months,62000,debt_consolidation,RENT,default
17050,60 months,55000,debt_consolidation,RENT,default
10000,36 months,50000,other,MORTGAGE,default
5500,60 months,60000,debt_consolidation,RENT,paid off
25000,60 months,60000,credit_card,MORTGAGE,default
10000,36 months,125000,debt_consolidation,MORTGAGE,paid off
4000,36 months,27600,other,OWN,paid off
15000,36 months,75000,debt_consolidation,RENT,default
2000,36 months,65000,credit_card,MORTGAGE,default
10400,36 months,66000,debt_consolidation,MORTGAGE,paid off
24000,60 months,135000,home_improvement,MORTGAGE,default
4000,36 months,40000,moving,RENT,paid off
12000,60 months,40000,debt_consolidation,RENT,default
4950,36 months,23000,credit_card,RENT,paid off
6000,60 months,31200,major_purchase,OWN,paid off
20000,36 months,85000,debt_consolidation,RENT,default
6000,36 months,40000,wedding,RENT,paid off
9200,36 months,47000,debt_consolidation,MORTGAGE,paid off
22000,60 months,64000,debt_consolidation,MORTGAGE,paid off
18000,60 months,75000,debt_consolidation,MORTGAGE,default
13225,36 months,61500,debt_consolidation,RENT,default
21000,36 months,144000,debt_consolidation,MORTGAGE,paid off
3000,36 months,45000,other,OWN,default
21000,60 months,82000,other,RENT,default
5375,36 months,36000,debt_consolidation,RENT,default
28000,60 months,96000,debt_consolidation,RENT,paid off
10000,36 months,42000,debt_consolidation,RENT,paid off
9000,36 months,68000,debt_consolidation,RENT,paid off
4000,36 months,38000,car,RENT,paid off
5000,36 months,35000,debt_consolidation,MORTGAGE,default
10000,36 months,52244,debt_consolidation,MORTGAGE,default
10000,36 months,80000,debt_consolidation,MORTGAGE,paid off
14000,36 months,210000,credit_card,MORTGAGE,paid off
30000,60 months,51600,debt_consolidation,MORTGAGE,default
27150,60 months,76000,debt_consolidation,MORTGAGE,paid off
20000,36 months,90000,debt_consolidation,MORTGAGE,default
7200,36 months,39000,debt_consolidation,MORTGAGE,default
20000,60 months,120000,debt_consolidation,MORTGAGE,default
20000,60 months,90000,debt_consolidation,MORTGAGE,default
25000,36 months,98000,debt_consolidation,MORTGAGE,default
20000,36 months,140000,debt_consolidation,MORTGAGE,default
14000,36 months,50000,credit_card,MORTGAGE,default
23500,60 months,70000,debt_consolidation,RENT,default
10000,36 months,40000,credit_card,RENT,default
11450,36 months,30000,credit_card,RENT,paid off
16800,36 months,51100,debt_consolidation,MORTGAGE,default
12000,36 months,50000,debt_consolidation,MORTGAGE,default
2400,36 months,28000,debt_consolidation,RENT,paid off
6000,36 months,44300,home_improvement,MORTGAGE,default
10000,36 months,57500,credit_card,RENT,paid off
24000,60 months,75000,debt_consolidation,RENT,default
5000,36 months,46000,debt_consolidation,RENT,paid off
10000,36 months,31600,debt_consolidation,RENT,paid off
5375,36 months,20000,debt_consolidation,RENT,default
9000,36 months,42000,debt_consolidation,RENT,paid off
5000,36 months,110000,other,MORTGAGE,paid off
16500,36 months,70000,credit_card,RENT,default
7000,36 months,122350,credit_card,MORTGAGE,paid off
22800,36 months,147000,credit_card,MORTGAGE,paid off
8000,36 months,37000,wedding,MORTGAGE,default
18000,60 months,44000,credit_card,MORTGAGE,paid off
15000,36 months,44000,credit_card,RENT,paid off
28500,36 months,215000,debt_consolidation,MORTGAGE,paid off
8600,36 months,38000,major_purchase,MORTGAGE,paid off
14000,36 months,60000,debt_consolidation,RENT,paid off
6000,36 months,45000,car,RENT,default
5000,36 months,93000,credit_card,MORTGAGE,paid off
13525,36 months,48000,medical,MORTGAGE,paid off
20000,60 months,58000,debt_consolidation,RENT,default
9500,36 months,28000,debt_consolidation,RENT,default
7500,36 months,28000,major_purchase,OWN,paid off
8000,60 months,42500,debt_consolidation,RENT,default
11500,36 months,80000,debt_consolidation,RENT,default
21000,36 months,150000,debt_consolidation,MORTGAGE,paid off
12000,36 months,50000,debt_consolidation,RENT,paid off
30000,60 months,150000,debt_consolidation,MORTGAGE,paid off
10000,36 months,90064,debt_consolidation,MORTGAGE,paid off
10000,60 months,65000,credit_card,MORTGAGE,paid off
21600,60 months,59000,debt_consolidation,MORTGAGE,default
11200,36 months,61000,debt_consolidation,RENT,paid off
9350,36 months,49000,debt_consolidation,MORTGAGE,paid off
6250,36 months,21600,other,OWN,paid off
20000,36 months,100000,home_improvement,MORTGAGE,default
10000,36 months,30160,credit_card,OWN,paid off
5000,36 months,43900,other,RENT,default
